iter	RMSE
241	0.05991066182
242	0.05989563155
243	0.05985481392
244	0.05983998931
245	0.05982237159
246	0.05979437072
247	0.05975433097
248	0.05973744117
249	0.05971794441
250	0.05968151786
251	0.05967351828
252	0.05966580498
253	0.05961949823
254	0.05958250042
255	0.05955001328
256	0.05952355632
257	0.05951603503
258	0.05947837681
259	0.05947193888
260	0.05946458078
261	0.05943403216
262	0.05942312594
263	0.05939332354
264	0.05935487548
265	0.05931422776
266	0.05928070413
267	0.05924573485
268	0.05922337354
269	0.05919822001
270	0.05918329976
271	0.05917524451
272	0.05916262246
273	0.05914278556
274	0.05912320968
275	0.05909733206
276	0.05908483875
277	0.05906485309
278	0.05905108855
279	0.05904393931
280	0.05901313589
281	0.05898981881
282	0.05895263397
283	0.05894360835
284	0.05893573059
285	0.05891209918
286	0.05889954455
287	0.05889176443
288	0.05886761342
289	0.05883823865
290	0.05882271234
291	0.05880052086
292	0.05877437857
293	0.05874476853
294	0.05872235638
295	0.05871593502
296	0.05870797505
297	0.0586989627
298	0.05867620522
299	0.05866555998
300	0.0586517062
301	0.05863264815
302	0.05858588291
303	0.05857604471
304	0.05854876639
305	0.0585429018
306	0.05853760568
307	0.05853190314
308	0.05851967184
309	0.05849322714
310	0.05848548503
311	0.05846931499
312	0.0584397308
313	0.05841897271
314	0.05840196345
315	0.05838280273
316	0.05835726341
317	0.05835181837
318	0.05832254132
319	0.05830714804
320	0.05829937521
321	0.05829184786
322	0.05826637581
323	0.05825926688
324	0.05824761723
325	0.05823693504
326	0.0582183
327	0.05820206108
328	0.05818373386
329	0.0581779848
330	0.05816727321
331	0.05815609505
332	0.0581413125
333	0.05813171994
334	0.05809029075
335	0.05805563317
336	0.05801192208
337	0.05798851463
338	0.05798196541
339	0.05796867715
340	0.05793598328
341	0.05790608154
342	0.05788108317
343	0.05787011635
344	0.05784826292
345	0.05783570863
346	0.05783077093
347	0.05782014868
348	0.05780324956
349	0.05779119556
350	0.05778470335
351	0.05777237569
352	0.05775882072
353	0.05774239174
354	0.05773721533
355	0.05770311122
356	0.05769392384
357	0.05768557147
358	0.05767558512
359	0.05766908221
360	0.05765723216
361	0.05764091019
362	0.05763137411
363	0.05762592357
364	0.05762102384
365	0.05760334537
366	0.05757138094
367	0.05756323349
368	0.05753889491
369	0.05750366498
370	0.05749196277
371	0.05746955894
372	0.05745898752
373	0.05743763729
374	0.05741986775
375	0.05740501987
376	0.05738939701
377	0.05738079596
378	0.05737355647
379	0.05736349652
380	0.05735341531
381	0.05734885381
382	0.05731215214
383	0.05730214661
384	0.05728371184
385	0.05727221487
386	0.05725876335
387	0.05725238922
388	0.05724243857
389	0.05722810792
390	0.05721899885
391	0.05720480817
392	0.05718214973
393	0.05717494319
394	0.05716324721
395	0.05715895299
396	0.05714128125
397	0.05712049039
398	0.05711292415
399	0.05709246317
400	0.0570764752
401	0.05706833408
402	0.05706266324
403	0.05703842025
404	0.05703111747
405	0.05701947254
406	0.05701126187
407	0.05700337721
408	0.05698542134
409	0.05697672613
410	0.05696812287
411	0.05693960689
412	0.05693353904
413	0.05691318532
414	0.05689829166
415	0.05686559794
416	0.0568536539
417	0.05683942337
418	0.05682466547
419	0.05680457118
420	0.0567925015
421	0.05678214523
422	0.05676931387
423	0.05674624235
424	0.05673823069
425	0.05670960279
426	0.05668324724
427	0.05667688239
428	0.05666604511
429	0.05665637916
430	0.05664972069
431	0.05662056516
432	0.05661223098
433	0.05659915364
434	0.05658872935
435	0.05658462518
436	0.05658086492
437	0.05656963688
438	0.05656057302
439	0.05654424602
440	0.05653670256
441	0.05651736056
442	0.05650753372
443	0.05648609008
444	0.0564739898
445	0.05646860759
446	0.05645853633
447	0.05644290639
448	0.05643446971
449	0.05642458489
450	0.0564209305
451	0.05639267672
452	0.05638886591
453	0.05638228325
454	0.05636162313
455	0.05634992794
456	0.05634390907
457	0.0563387661
458	0.0563201762
459	0.05631162702
460	0.0562961918
461	0.05628749586
462	0.05628410778
463	0.05627850732
464	0.05627172462
465	0.05625672074
466	0.05624416352
467	0.05622979579
468	0.05622189278
469	0.05621876773
470	0.05621295755
471	0.05620274384
472	0.05619035503
473	0.05618127615
474	0.05616901976
475	0.05615889828
476	0.05615038313
477	0.05613201252
478	0.05612651757
479	0.05612124678
480	0.05611031248
481	0.05609875334
482	0.05608874204
483	0.05607598874
484	0.056068582
485	0.05603829085
486	0.05603503492
487	0.05602631747
488	0.05601934485
489	0.05601168739
490	0.05600739567
491	0.05600085104
492	0.05599039516
493	0.05598603313
494	0.05598019294
495	0.05596206876
496	0.05594733919
497	0.05592258635
498	0.05591339933
499	0.05589578987
